Site,Label,Concepticon_ID,Concepticon_Gloss
551,burn_17,141,BURN (SOMETHING)
552,burn_18,141,BURN (SOMETHING)
553,burn_19,141,BURN (SOMETHING)
554,burn_20,141,BURN (SOMETHING)
555,burn_21,141,BURN (SOMETHING)
556,burn_22,141,BURN (SOMETHING)
557,burn_23,141,BURN (SOMETHING)
558,burn_24,141,BURN (SOMETHING)
559,burn_25,141,BURN (SOMETHING)
560,burn_26,141,BURN (SOMETHING)
561,burn_27,141,BURN (SOMETHING)
562,burn_28,141,BURN (SOMETHING)
563,burn_29,141,BURN (SOMETHING)
564,burn_30,141,BURN (SOMETHING)
565,burn_31,141,BURN (SOMETHING)
566,burn_32,141,BURN (SOMETHING)
567,burn_33,141,BURN (SOMETHING)
568,burn_34,141,BURN (SOMETHING)
569,burn_35,141,BURN (SOMETHING)
570,burn_36,141,BURN (SOMETHING)
571,burn_37,141,BURN (SOMETHING)
572,burn_38,141,BURN (SOMETHING)
573,burn_39,141,BURN (SOMETHING)
574,burn_40,141,BURN (SOMETHING)
575,burn_41,141,BURN (SOMETHING)
576,burn_42,141,BURN (SOMETHING)
577,burn_43,141,BURN (SOMETHING)
578,burn_44,141,BURN (SOMETHING)
579,burn_45,141,BURN (SOMETHING)
580,burn_46,141,BURN (SOMETHING)
581,burn_47,141,BURN (SOMETHING)
582,burn_48,141,BURN (SOMETHING)
583,burn_49,141,BURN (SOMETHING)
584,burn_50,141,BURN (SOMETHING)
585,burn_51,141,BURN (SOMETHING)
586,burn_52,141,BURN (SOMETHING)
587,burn_53,141,BURN (SOMETHING)
588,burn_54,141,BURN (SOMETHING)
589,burn_55,141,BURN (SOMETHING)
590,child_1,2099,CHILD
591,child_2,2099,CHILD
592,child_3,2099,CHILD
593,child_4,2099,CHILD
594,child_5,2099,CHILD
595,child_6,2099,CHILD
596,child_7,2099,CHILD
597,child_8,2099,CHILD
598,child_9,2099,CHILD
599,child_10,2099,CHILD
600,child_11,2099,CHILD
601,child_12,2099,CHILD
602,cloud_1,1489,CLOUD
603,cloud_2,1489,CLOUD
604,cloud_3,1489,CLOUD
605,cloud_4,1489,CLOUD
606,cloud_5,1489,CLOUD
607,cloud_6,1489,CLOUD
608,cloud_7,1489,CLOUD
609,cloud_8,1489,CLOUD
610,cloud_9,1489,CLOUD
611,cloud_10,1489,CLOUD
612,cloud_11,1489,CLOUD
613,cloud_12,1489,CLOUD
614,cloud_13,1489,CLOUD
615,cloud_14,1489,CLOUD
616,cloud_15,1489,CLOUD
617,cloud_16,1489,CLOUD
618,cloud_17,1489,CLOUD
619,cloud_18,1489,CLOUD
620,cloud_19,1489,CLOUD
621,cloud_20,1489,CLOUD
622,cloud_21,1489,CLOUD
623,cloud_22,1489,CLOUD
624,cloud_23,1489,CLOUD
625,cloud_24,1489,CLOUD
626,cloud_25,1489,CLOUD
627,cloud_26,1489,CLOUD
628,cloud_27,1489,CLOUD
629,cloud_28,1489,CLOUD
